"Countries"	"Type"	"IMPORTATIONS"	"REL_IMP"	"EXPORTATIONS"	"REL_EXP"	"Cropland.2001"	"Cropland.2015"	"var.cropland.01.15"	"Prop_dep.crops.Exp"	"VP.production"	"dependent.production"	"non.dependent.production"	"total.production"	"VP.cons"	"VNP.non.dep.cons"	"dep.cons"	"non.dep.cons"	"total.cons"	"dep.imp.VP.cons"	"dep.imp.non.dep.cons"	"dep.imp.cons"	"cropland.adj.to.vegetation"	"PropCropNearNature_600m_mean"	"PropCropNearNature_600m2001"	"PropCropNearNature_600m2015"	"total.cropland"	"Contact"	"NoContact"	"avg.HDI"	"HDI_exp"	"HDI_imp"	"population"	"country.area.2015"	"forest.land.2015"	"part.protectedland.total.land"
"Ecuador"	"Non pollinator dependent"	"973637.2"	"0.00321369958204432"	"5385894.06666667"	"0.0202253476747592"	"1376228"	"1414097"	"1.02751651615866"	"1"	"465855.915571097"	"11527996.5333333"	"11527996.5333333"	"11527996.5333333"	"363863.213152503"	"10977378.6535142"	"11341241.8666667"	"7115739.66666667"	"6928985"	"0.00885099313114623"	"0.140516569165614"	"0.0282214205976777"	"0.986462025904618"	"0.986462025904618"	"0.986090626405393"	"0.986669146362006"	"28980619100.7322"	"28588201857.7359"	"392417242.996354"	0.705533333	0.738707544	0.738449727	14541106	25637	12547.88	0.489444163
"Egypt"	"Pollinator dependent"	"3093210.08333333"	"0.0165934791488082"	"554800.75"	"0.00322782204185762"	"1273328"	"1107172"	"0.869510448211301"	"1"	"1132870.68282849"	"51740106.25"	"51740106.25"	"49313824"	"1513676.51518421"	"52764839.0681491"	"54278515.5833333"	"64924933.0833333"	"65037060.1666667"	"0.00595565247998983"	"0.221588085773485"	"0.0475607303805945"	"0.0354827934896006"	"0.0354827934896006"	"0.0377713384339029"	"0.0336916173955964"	"45120766482.7874"	"1599898142.28616"	"43520868340.5012"	0.655666667	0.747636363	0.749386159	80334712	100145	73	0.000728943
"Egypt"	"VP"	"387338.128672856"	"0.0122363669811888"	"6532.29631713828"	"0.000207406219722832"	"48095.3028253647"	"37302.4154151173"	"0.869510448211301"	"0.0117741302929715"	"1132870.68282849"	"51740106.25"	"51740106.25"	"49313824"	"1513676.51518421"	"52764839.0681491"	"54278515.5833333"	"64924933.0833333"	"65037060.1666667"	"0.00595565247998983"	"0.221588085773485"	"0.0475607303805945"	"0.0354827934896006"	"0.0354827934896006"	"0.0377713384339029"	"0.0336916173955964"	"45120766482.7874"	"1599898142.28616"	"43520868340.5012"	0.655666667	0.747636363	0.749386159	80334712	100145	73	0.000728943
"Egypt"	"Total"	"17504647.75"	"0.0357693380843022"	"1781411.58333333"	"0.0040655244579672"	"4441292"	"5350497"	"1.20471633029308"	"1"	"1132870.68282849"	"51740106.25"	"51740106.25"	"49313824"	"1513676.51518421"	"52764839.0681491"	"54278515.5833333"	"64924933.0833333"	"65037060.1666667"	"0.00595565247998983"	"0.0188601826434032"	"0.26914881615408"	"0.0354827934896006"	"0.0354827934896006"	"0.0377713384339029"	"0.0336916173955964"	"45120766482.7874"	"1599898142.28616"	"43520868340.5012"	0.655666667	0.747636363	0.749386159	80334712	100145	73	0.000728943
"Egypt"	"Non pollinator dependent"	"14411437.6666667"	"0.0475680584164455"	"1226610.83333333"	"0.00460622326742992"	"3167964"	"4243325"	"1.33944861747166"	"1"	"1132870.68282849"	"51740106.25"	"51740106.25"	"49313824"	"1513676.51518421"	"52764839.0681491"	"54278515.5833333"	"64924933.0833333"	"65037060.1666667"	"0.00595565247998983"	"0.221588085773485"	"0.0475607303805945"	"0.0354827934896006"	"0.0354827934896006"	"0.0377713384339029"	"0.0336916173955964"	"45120766482.7874"	"1599898142.28616"	"43520868340.5012"	0.655666667	0.747636363	0.749386159	80334712	100145	73	0.000728943
"Egypt"	"VNP"	"17117309.6213272"	"0.0373968104573459"	"1774879.2870162"	"0.00436431563420028"	"3048305.75960958"	"4083048.93533996"	"1.33944861747166"	"3.19912921353512"	"1132870.68282849"	"51740106.25"	"51740106.25"	"49313824"	"1513676.51518421"	"52764839.0681491"	"54278515.5833333"	"64924933.0833333"	"65037060.1666667"	"0.00595565247998983"	"0.221588085773485"	"0.0475607303805945"	"0.0354827934896006"	"0.0354827934896006"	"0.0377713384339029"	"0.0336916173955964"	"45120766482.7874"	"1599898142.28616"	"43520868340.5012"	0.655666667	0.747636363	0.749386159	80334712	100145	73	0.000728943
"El Salvador"	"VP"	"59699.6505197681"	"0.00188596675187013"	"19489.3196978665"	"0.000618803239666116"	"279390.600610096"	"268128.87338773"	"0.962569861047018"	"0.234449143946452"	"183210.393879817"	"1518303.8"	"1518303.8"	"1518303.8"	"223420.724701718"	"1457870.20863162"	"1681290.93333333"	"2518874.4"	"2681861.53333333"	"0.022260526793703"	"0.378426273710427"	"0.0917703108857994"	"0.952881450676809"	"0.952881450676809"	"0.955034612145469"	"0.952179099017133"	"3420271079.49366"	"3259145740.07153"	"161125339.42213"	0.657666667	0.856445148	0.647646179	6130166	2104	265	0.12595057
"El Salvador"	"Pollinator dependent"	"246115.266666667"	"0.00132028166067394"	"83128.1333333333"	"0.000483638172932918"	"292545"	"281595"	"0.962569861047018"	"1"	"183210.393879817"	"1518303.8"	"1518303.8"	"1518303.8"	"223420.724701718"	"1457870.20863162"	"1681290.93333333"	"2518874.4"	"2681861.53333333"	"0.022260526793703"	"0.378426273710427"	"0.0917703108857994"	"0.952881450676809"	"0.952881450676809"	"0.955034612145469"	"0.952179099017133"	"3420271079.49366"	"3259145740.07153"	"161125339.42213"	0.657666667	0.856445148	0.647646179	6130166	2104	265	0.12595057
"El Salvador"	"VNP"	"1201302.48281357"	"0.00262452933583349"	"77955.0803021335"	"0.000191686599881333"	"20926.7566113351"	"21094.8372311354"	"1.0080318523755"	"0.937770128790736"	"183210.393879817"	"1518303.8"	"1518303.8"	"1518303.8"	"223420.724701718"	"1457870.20863162"	"1681290.93333333"	"2518874.4"	"2681861.53333333"	"0.022260526793703"	"0.378426273710427"	"0.0917703108857994"	"0.952881450676809"	"0.952881450676809"	"0.955034612145469"	"0.952179099017133"	"3420271079.49366"	"3259145740.07153"	"161125339.42213"	0.657666667	0.856445148	0.647646179	6130166	2104	265	0.12595057
"El Salvador"	"Non pollinator dependent"	"1014886.86666667"	"0.00334985300400286"	"14316.2666666667"	"5.376107794803e-05"	"465397"	"469135"	"1.0080318523755"	"1"	"183210.393879817"	"1518303.8"	"1518303.8"	"1518303.8"	"223420.724701718"	"1457870.20863162"	"1681290.93333333"	"2518874.4"	"2681861.53333333"	"0.022260526793703"	"0.378426273710427"	"0.0917703108857994"	"0.952881450676809"	"0.952881450676809"	"0.955034612145469"	"0.952179099017133"	"3420271079.49366"	"3259145740.07153"	"161125339.42213"	0.657666667	0.856445148	0.647646179	6130166	2104	265	0.12595057
"El Salvador"	"Total"	"1261002.13333333"	"0.00257675631503218"	"97444.4"	"0.000222386895425171"	"757942"	"750730"	"0.990484760047603"	"1"	"183210.393879817"	"1518303.8"	"1518303.8"	"1518303.8"	"223420.724701718"	"1457870.20863162"	"1681290.93333333"	"2518874.4"	"2681861.53333333"	"0.022260526793703"	"0.00533818263498217"	"0.470196584596227"	"0.952881450676809"	"0.952881450676809"	"0.955034612145469"	"0.952179099017133"	"3420271079.49366"	"3259145740.07153"	"161125339.42213"	0.657666667	0.856445148	0.647646179	6130166	2104	265	0.12595057
"Estonia"	"Pollinator dependent"	"123499.4"	"0.000662510681001645"	"96642.8666666667"	"0.00056226667901039"	"47030"	"86896"	"1.84767169891559"	"1"	"39558.0415665415"	"1170522.86666667"	"1170522.86666667"	"1170522.86666667"	"48789.6503656754"	"1148589.74963432"	"1197379.4"	"1074348.2"	"1101204.73333333"	"0.0373313810723033"	"0.140877164167656"	"0.112149354485763"	"0.929532437297525"	"0.929532437297525"	"0.929244415553912"	"0.929966584341745"	"10893710385.8228"	"10126171741.9467"	"767538643.87614"	0.832866667	0.82694903	0.784272653	1342944	4534	2232	0.492280547
"Estonia"	"VP"	"41109.4935386908"	"0.00129868663091283"	"31877.884739557"	"0.00101215120159891"	"43702.3648635005"	"80810.3763129603"	"1.84767169891559"	"0.329852433387637"	"39558.0415665415"	"1170522.86666667"	"1170522.86666667"	"1170522.86666667"	"48789.6503656754"	"1148589.74963432"	"1197379.4"	"1074348.2"	"1101204.73333333"	"0.0373313810723033"	"0.140877164167656"	"0.112149354485763"	"0.929532437297525"	"0.929532437297525"	"0.929244415553912"	"0.929966584341745"	"10893710385.8228"	"10126171741.9467"	"767538643.87614"	0.832866667	0.82694903	0.784272653	1342944	4534	2232	0.492280547
"Estonia"	"Total"	"278634"	"0.000569366141502703"	"347952.133333333"	"0.000794093808249271"	"337505"	"456467"	"1.35247477815143"	"1"	"39558.0415665415"	"1170522.86666667"	"1170522.86666667"	"1170522.86666667"	"48789.6503656754"	"1148589.74963432"	"1197379.4"	"1074348.2"	"1101204.73333333"	"0.0373313810723033"	"0.228213028022461"	"0.253026518653419"	"0.929532437297525"	"0.929532437297525"	"0.929244415553912"	"0.929966584341745"	"10893710385.8228"	"10126171741.9467"	"767538643.87614"	0.832866667	0.82694903	0.784272653	1342944	4534	2232	0.492280547
"Estonia"	"VNP"	"237524.506461309"	"0.00051892844983308"	"316074.248593776"	"0.000777206537254121"	"20552.7283919774"	"26149.2120993252"	"1.27229882089681"	"3.27053883535922"	"39558.0415665415"	"1170522.86666667"	"1170522.86666667"	"1170522.86666667"	"48789.6503656754"	"1148589.74963432"	"1197379.4"	"1074348.2"	"1101204.73333333"	"0.0373313810723033"	"0.140877164167656"	"0.112149354485763"	"0.929532437297525"	"0.929532437297525"	"0.929244415553912"	"0.929966584341745"	"10893710385.8228"	"10126171741.9467"	"767538643.87614"	0.832866667	0.82694903	0.784272653	1342944	4534	2232	0.492280547
"Estonia"	"Non pollinator dependent"	"155134.6"	"0.00051205520822398"	"251309.266666667"	"0.000943727676279355"	"290475"	"369571"	"1.27229882089681"	"1"	"39558.0415665415"	"1170522.86666667"	"1170522.86666667"	"1170522.86666667"	"48789.6503656754"	"1148589.74963432"	"1197379.4"	"1074348.2"	"1101204.73333333"	"0.0373313810723033"	"0.140877164167656"	"0.112149354485763"	"0.929532437297525"	"0.929532437297525"	"0.929244415553912"	"0.929966584341745"	"10893710385.8228"	"10126171741.9467"	"767538643.87614"	0.832866667	0.82694903	0.784272653	1342944	4534	2232	0.492280547
"Ethiopia"	"VP"	"2335.90866124061"	"7.37934984903554e-05"	"101151.613936888"	"0.00321165373506878"	"1176204.83652429"	"1990721.31757766"	"1.69226492593094"	"0.212955608120959"	"412493.91410288"	"17538908.7333333"	"17538908.7333333"	"17538908.7333333"	"313678.208827233"	"16789280.1245061"	"17102958.3333333"	"18020536.4"	"17584586"	"0.000132838422311484"	"0.0355199301630796"	"0.00222005795302773"	"0.837200020705008"	"0.837200020705008"	"0.837293533122352"	"0.837407584154274"	"152268401759.141"	"127479080184.944"	"24789321574.1969"	0.3802	0.699597507	0.746043652	83546265	110430	12499	0.113184823
"Ethiopia"	"Pollinator dependent"	"39038.8"	"0.000209423057711107"	"474989.2"	"0.0027634796986203"	"1404770"	"2377243"	"1.69226492593094"	"1"	"412493.91410288"	"17538908.7333333"	"17538908.7333333"	"17538908.7333333"	"313678.208827233"	"16789280.1245061"	"17102958.3333333"	"18020536.4"	"17584586"	"0.000132838422311484"	"0.0355199301630796"	"0.00222005795302773"	"0.837200020705008"	"0.837200020705008"	"0.837293533122352"	"0.837407584154274"	"152268401759.141"	"127479080184.944"	"24789321574.1969"	0.3802	0.699597507	0.746043652	83546265	110430	12499	0.113184823
"Ethiopia"	"VNP"	"661306.158005426"	"0.00144477967579621"	"516813.186063112"	"0.00127081085705155"	"1058457.30769557"	"1315425.48826824"	"1.24277614099726"	"1.08805249901074"	"412493.91410288"	"17538908.7333333"	"17538908.7333333"	"17538908.7333333"	"313678.208827233"	"16789280.1245061"	"17102958.3333333"	"18020536.4"	"17584586"	"0.000132838422311484"	"0.0355199301630796"	"0.00222005795302773"	"0.837200020705008"	"0.837200020705008"	"0.837293533122352"	"0.837407584154274"	"152268401759.141"	"127479080184.944"	"24789321574.1969"	0.3802	0.699597507	0.746043652	83546265	110430	12499	0.113184823
"Ethiopia"	"Total"	"663642.066666667"	"0.00135609912227826"	"617964.8"	"0.00141031473695807"	"7910088"	"10461897"	"1.32260184716023"	"1"	"412493.91410288"	"17538908.7333333"	"17538908.7333333"	"17538908.7333333"	"313678.208827233"	"16789280.1245061"	"17102958.3333333"	"18020536.4"	"17584586"	"0.000132838422311484"	"0.00813073449667794"	"0.0377399881161073"	"0.837200020705008"	"0.837200020705008"	"0.837293533122352"	"0.837407584154274"	"152268401759.141"	"127479080184.944"	"24789321574.1969"	0.3802	0.699597507	0.746043652	83546265	110430	12499	0.113184823
"Ethiopia"	"Non pollinator dependent"	"624603.266666667"	"0.00206163780207883"	"142975.6"	"0.000536908298457677"	"6505318"	"8084654"	"1.24277614099726"	"1"	"412493.91410288"	"17538908.7333333"	"17538908.7333333"	"17538908.7333333"	"313678.208827233"	"16789280.1245061"	"17102958.3333333"	"18020536.4"	"17584586"	"0.000132838422311484"	"0.0355199301630796"	"0.00222005795302773"	"0.837200020705008"	"0.837200020705008"	"0.837293533122352"	"0.837407584154274"	"152268401759.141"	"127479080184.944"	"24789321574.1969"	0.3802	0.699597507	0.746043652	83546265	110430	12499	0.113184823
"Fiji"	"VNP"	"211467.079129306"	"0.000461999838240588"	"6650.79323427543"	"1.63538788832104e-05"	"284.333773825634"	"222.075128423186"	"0.781036756327696"	"1.2611007687579"	"52434.0669441815"	"278083.8"	"278083.8"	"278083.8"	"54332.7143824846"	"234269.952284182"	"288602.666666667"	"474279.866666667"	"484798.733333333"	"0.00644471060367386"	"0.41006460275405"	"0.03257571767583"	"0.99564041642838"	"0.99564041642838"	"0.996359782178422"	"0.995734000929957"	"4898264645.92483"	"4876912907.47393"	"21351738.4509069"	0.7072	0.860593351	0.822788399	842454	1827	1017.2	0.556759715
"Fiji"	"Non pollinator dependent"	"198798.8"	"0.000656178318238983"	"2602.73333333333"	"9.77389936002421e-06"	"78109"	"61006"	"0.781036756327696"	"1"	"52434.0669441815"	"278083.8"	"278083.8"	"278083.8"	"54332.7143824846"	"234269.952284182"	"288602.666666667"	"474279.866666667"	"484798.733333333"	"0.00644471060367386"	"0.41006460275405"	"0.03257571767583"	"0.99564041642838"	"0.99564041642838"	"0.996359782178422"	"0.995734000929957"	"4898264645.92483"	"4876912907.47393"	"21351738.4509069"	0.7072	0.860593351	0.822788399	842454	1827	1017.2	0.556759715
"Fiji"	"VP"	"3124.38753736099"	"9.87022698477784e-05"	"1225.7400990579"	"3.89183386615966e-05"	"67385.804788291"	"61610.0455735402"	"0.914862786846463"	"0.232420664237913"	"52434.0669441815"	"278083.8"	"278083.8"	"278083.8"	"54332.7143824846"	"234269.952284182"	"288602.666666667"	"474279.866666667"	"484798.733333333"	"0.00644471060367386"	"0.41006460275405"	"0.03257571767583"	"0.99564041642838"	"0.99564041642838"	"0.996359782178422"	"0.995734000929957"	"4898264645.92483"	"4876912907.47393"	"21351738.4509069"	0.7072	0.860593351	0.822788399	842454	1827	1017.2	0.556759715
"Fiji"	"Pollinator dependent"	"15792.6666666667"	"8.47195237237211e-05"	"5273.8"	"3.06828854942044e-05"	"67632"	"61874"	"0.914862786846463"	"1"	"52434.0669441815"	"278083.8"	"278083.8"	"278083.8"	"54332.7143824846"	"234269.952284182"	"288602.666666667"	"474279.866666667"	"484798.733333333"	"0.00644471060367386"	"0.41006460275405"	"0.03257571767583"	"0.99564041642838"	"0.99564041642838"	"0.996359782178422"	"0.995734000929957"	"4898264645.92483"	"4876912907.47393"	"21351738.4509069"	0.7072	0.860593351	0.822788399	842454	1827	1017.2	0.556759715
"Fiji"	"Total"	"214591.466666667"	"0.000438500381774679"	"7876.53333333333"	"1.79757666393644e-05"	"145741"	"122880"	"0.843139542064347"	"1"	"52434.0669441815"	"278083.8"	"278083.8"	"278083.8"	"54332.7143824846"	"234269.952284182"	"288602.666666667"	"474279.866666667"	"484798.733333333"	"0.00644471060367386"	"0.00536868839453788"	"0.44264032042988"	"0.99564041642838"	"0.99564041642838"	"0.996359782178422"	"0.995734000929957"	"4898264645.92483"	"4876912907.47393"	"21351738.4509069"	0.7072	0.860593351	0.822788399	842454	1827	1017.2	0.556759715
"Finland"	"Non pollinator dependent"	"286053.466666667"	"0.000944181165498808"	"666212.333333333"	"0.00250179002781956"	"1216984"	"1060506"	"0.871421481301315"	"1"	"57623.9219279426"	"5538753.8"	"5538753.8"	"5538753.8"	"157394.74852982"	"5858646.38480351"	"6016041.13333333"	"5158594.93333333"	"5635882.26666667"	"0.0181768495143486"	"0.0507557562652657"	"0.0867845666139655"	"0.822933790280705"	"0.822933790280705"	"0.83729036331221"	"0.821061680337885"	"25181985932.9414"	"20722180795.8415"	"4459805137.09997"	0.877266667	0.690792373	0.813511102	5321917	33844.6	22218	0.656471047
"Finland"	"Pollinator dependent"	"489107.6"	"0.00262381039226976"	"11820.2666666667"	"6.8770125648355e-05"	"81170"	"61475"	"0.757361094000246"	"1"	"57623.9219279426"	"5538753.8"	"5538753.8"	"5538753.8"	"157394.74852982"	"5858646.38480351"	"6016041.13333333"	"5158594.93333333"	"5635882.26666667"	"0.0181768495143486"	"0.0507557562652657"	"0.0867845666139655"	"0.822933790280705"	"0.822933790280705"	"0.83729036331221"	"0.821061680337885"	"25181985932.9414"	"20722180795.8415"	"4459805137.09997"	0.877266667	0.690792373	0.813511102	5321917	33844.6	22218	0.656471047
"Finland"	"Total"	"775161.066666667"	"0.00158397921851289"	"678032.6"	"0.00154740102982888"	"1298154"	"1121981"	"0.864289598922778"	"1"	"57623.9219279426"	"5538753.8"	"5538753.8"	"5538753.8"	"157394.74852982"	"5858646.38480351"	"6016041.13333333"	"5158594.93333333"	"5635882.26666667"	"0.0181768495143486"	"0.118209057927564"	"0.137540322879231"	"0.822933790280705"	"0.822933790280705"	"0.83729036331221"	"0.821061680337885"	"25181985932.9414"	"20722180795.8415"	"4459805137.09997"	0.877266667	0.690792373	0.813511102	5321917	33844.6	22218	0.656471047
"Finland"	"VNP"	"672718.482824881"	"0.00146971259794299"	"675360.842760092"	"0.00166066949248118"	"198015.024494853"	"172554.545965221"	"0.871421481301315"	"57.1358381164631"	"57623.9219279426"	"5538753.8"	"5538753.8"	"5538753.8"	"157394.74852982"	"5858646.38480351"	"6016041.13333333"	"5158594.93333333"	"5635882.26666667"	"0.0181768495143486"	"0.0507557562652657"	"0.0867845666139655"	"0.822933790280705"	"0.822933790280705"	"0.83729036331221"	"0.821061680337885"	"25181985932.9414"	"20722180795.8415"	"4459805137.09997"	0.877266667	0.690792373	0.813511102	5321917	33844.6	22218	0.656471047
"Finland"	"VP"	"102442.583841786"	"0.00323625524469866"	"2671.75723990836"	"8.48306693761959e-05"	"67962.8587900521"	"50474.7667987715"	"0.757361094000246"	"0.226031892109741"	"57623.9219279426"	"5538753.8"	"5538753.8"	"5538753.8"	"157394.74852982"	"5858646.38480351"	"6016041.13333333"	"5158594.93333333"	"5635882.26666667"	"0.0181768495143486"	"0.0507557562652657"	"0.0867845666139655"	"0.822933790280705"	"0.822933790280705"	"0.83729036331221"	"0.821061680337885"	"25181985932.9414"	"20722180795.8415"	"4459805137.09997"	0.877266667	0.690792373	0.813511102	5321917	33844.6	22218	0.656471047
"France"	"Pollinator dependent"	"5408090.8"	"0.0290116220712549"	"4389103.46666667"	"0.025535734970979"	"2166601"	"2540353"	"1.17250615134028"	"1"	"2419540.22443115"	"124391305.6"	"124391305.6"	"124391305.6"	"2608529.52138258"	"122801763.411951"	"125410292.933333"	"95292836.1333333"	"96311823.4666667"	"0.0116325213566028"	"0.0329171437028245"	"0.0561518887851991"	"0.463422382486409"	"0.463422382486409"	"0.460545830319938"	"0.464271626851761"	"199435397884.976"	"92422314639.4406"	"107013083245.535"	0.875533333	0.863959651	0.813566206	64196647	54908.7	16989	0.309404521
"France"	"VP"	"1120349.34336936"	"0.0353928640063729"	"931360.046417929"	"0.0295715100862186"	"997819.056517007"	"1179413.82008775"	"1.17250615134028"	"0.212198243557301"	"2419540.22443115"	"124391305.6"	"124391305.6"	"124391305.6"	"2608529.52138258"	"122801763.411951"	"125410292.933333"	"95292836.1333333"	"96311823.4666667"	"0.0116325213566028"	"0.0329171437028245"	"0.0561518887851991"	"0.463422382486409"	"0.463422382486409"	"0.460545830319938"	"0.464271626851761"	"199435397884.976"	"92422314639.4406"	"107013083245.535"	0.875533333	0.863959651	0.813566206	64196647	54908.7	16989	0.309404521
"France"	"Non pollinator dependent"	"3170310.13333333"	"0.0104642923980762"	"32268779.6"	"0.121177148746652"	"10708268"	"10828846"	"1.01126027103543"	"1"	"2419540.22443115"	"124391305.6"	"124391305.6"	"124391305.6"	"2608529.52138258"	"122801763.411951"	"125410292.933333"	"95292836.1333333"	"96311823.4666667"	"0.0116325213566028"	"0.0329171437028245"	"0.0561518887851991"	"0.463422382486409"	"0.463422382486409"	"0.460545830319938"	"0.464271626851761"	"199435397884.976"	"92422314639.4406"	"107013083245.535"	0.875533333	0.863959651	0.813566206	64196647	54908.7	16989	0.309404521
"France"	"VNP"	"7458051.58996398"	"0.0162938772424545"	"35726523.0202487"	"0.0878492549400429"	"5776619.82265158"	"5841666.12752327"	"1.01126027103543"	"8.13982246979962"	"2419540.22443115"	"124391305.6"	"124391305.6"	"124391305.6"	"2608529.52138258"	"122801763.411951"	"125410292.933333"	"95292836.1333333"	"96311823.4666667"	"0.0116325213566028"	"0.0329171437028245"	"0.0561518887851991"	"0.463422382486409"	"0.463422382486409"	"0.460545830319938"	"0.464271626851761"	"199435397884.976"	"92422314639.4406"	"107013083245.535"	0.875533333	0.863959651	0.813566206	64196647	54908.7	16989	0.309404521
"France"	"Total"	"8578400.93333333"	"0.0175292715163088"	"36657883.0666667"	"0.0836603520372126"	"12874869"	"13369199"	"1.03839495376613"	"1"	"2419540.22443115"	"124391305.6"	"124391305.6"	"124391305.6"	"2608529.52138258"	"122801763.411951"	"125410292.933333"	"95292836.1333333"	"96311823.4666667"	"0.0116325213566028"	"0.335044841209638"	"0.0890690324880237"	"0.463422382486409"	"0.463422382486409"	"0.460545830319938"	"0.464271626851761"	"199435397884.976"	"92422314639.4406"	"107013083245.535"	0.875533333	0.863959651	0.813566206	64196647	54908.7	16989	0.309404521
"French Polynesia"	"VP"	"1463.15075395724"	"4.62222751877474e-05"	"1414.05295561317"	"4.48974393954174e-05"	"18576.324197026"	"22288.8229383802"	"1.19985109551159"	"0.249093319407618"	"23192.8383235673"	"100705.266666667"	"100705.266666667"	"100705.266666667"	"23241.9361219113"	"77960.3305447553"	"101202.266666667"	"116390.733333333"	"116887.733333333"	"0.0125175731638555"	"0.134392203116837"	"0.0528182027655026"	"0.987892161084133"	"0.987892161084133"	"0.987892161084133"	"0.987892161084133"	"1205825905.00009"	"1191225959.18177"	"14599945.8183211"	NA	NA	NA	NA	NA	NA	NA
"French Polynesia"	"VNP"	"20419.4492460427"	"4.46111152973609e-05"	"4286.08037772017"	"1.05391998986985e-05"	"9.94053574992679"	"8.33019317411648"	"0.838002436053593"	"0.755016977473254"	"23192.8383235673"	"100705.266666667"	"100705.266666667"	"100705.266666667"	"23241.9361219113"	"77960.3305447553"	"101202.266666667"	"116390.733333333"	"116887.733333333"	"0.0125175731638555"	"0.134392203116837"	"0.0528182027655026"	"0.987892161084133"	"0.987892161084133"	"0.987892161084133"	"0.987892161084133"	"1205825905.00009"	"1191225959.18177"	"14599945.8183211"	NA	NA	NA	NA	NA	NA	NA
"French Polynesia"	"Total"	"21882.6"	"4.47153309648035e-05"	"5700.13333333333"	"1.30088025120944e-05"	"19625"	"23250"	"1.18471337579618"	"1"	"23192.8383235673"	"100705.266666667"	"100705.266666667"	"100705.266666667"	"23241.9361219113"	"77960.3305447553"	"101202.266666667"	"116390.733333333"	"116887.733333333"	"0.0125175731638555"	"0.00019962174531003"	"0.18721040588234"	"0.987892161084133"	"0.987892161084133"	"0.987892161084133"	"0.987892161084133"	"1205825905.00009"	"1191225959.18177"	"14599945.8183211"	NA	NA	NA	NA	NA	NA	NA
"French Polynesia"	"Non pollinator dependent"	"15708.8"	"5.18502826252097e-05"	"23.3333333333333"	"8.76223656158519e-08"	"821"	"688"	"0.838002436053593"	"1"	"23192.8383235673"	"100705.266666667"	"100705.266666667"	"100705.266666667"	"23241.9361219113"	"77960.3305447553"	"101202.266666667"	"116390.733333333"	"116887.733333333"	"0.0125175731638555"	"0.134392203116837"	"0.0528182027655026"	"0.987892161084133"	"0.987892161084133"	"0.987892161084133"	"0.987892161084133"	"1205825905.00009"	"1191225959.18177"	"14599945.8183211"	NA	NA	NA	NA	NA	NA	NA
"French Polynesia"	"Pollinator dependent"	"6173.8"	"3.31192576026115e-05"	"5676.8"	"3.30275331589176e-05"	"18804"	"22562"	"1.19985109551159"	"1"	"23192.8383235673"	"100705.266666667"	"100705.266666667"	"100705.266666667"	"23241.9361219113"	"77960.3305447553"	"101202.266666667"	"116390.733333333"	"116887.733333333"	"0.0125175731638555"	"0.134392203116837"	"0.0528182027655026"	"0.987892161084133"	"0.987892161084133"	"0.987892161084133"	"0.987892161084133"	"1205825905.00009"	"1191225959.18177"	"14599945.8183211"	NA	NA	NA	NA	NA	NA	NA
"Gabon"	"Non pollinator dependent"	"143568.125"	"0.000473877562717804"	"264.625"	"9.93731507189778e-07"	"120138"	"150700"	"1.25439078393181"	"1"	"3206.00968558305"	"418862.375"	"418862.375"	"384223.625"	"5123.00202829415"	"431067.872971706"	"436190.875"	"562165.875"	"544855.625"	"0.00384535765218594"	"0.263497554971558"	"0.0336602930363433"	"0.988304178934343"	"0.988304178934343"	"0.98880003380215"	"0.986747148424835"	"13284806775.1641"	"13129411980.9983"	"155394794.165816"	0.6598	0.637192196	0.685560218	1553855	26767	23000	0.859267008
"Gabon"	"VP"	"2095.1647469303"	"6.61881772840952e-05"	"178.172404219206"	"5.65713235039266e-06"	"31842.3274885306"	"29893.5048615304"	"0.940750861720958"	"0.176146716974005"	"3206.00968558305"	"418862.375"	"418862.375"	"384223.625"	"5123.00202829415"	"431067.872971706"	"436190.875"	"562165.875"	"544855.625"	"0.00384535765218594"	"0.263497554971558"	"0.0336602930363433"	"0.988304178934343"	"0.988304178934343"	"0.98880003380215"	"0.986747148424835"	"13284806775.1641"	"13129411980.9983"	"155394794.165816"	0.6598	0.637192196	0.685560218	1553855	26767	23000	0.859267008
"Gabon"	"VNP"	"159812.960253069"	"0.000349149201330389"	"1097.95259578079"	"2.6997958195977e-06"	"1345.54153907731"	"1687.834906016"	"1.25439078393181"	"1.08546969429638"	"3206.00968558305"	"418862.375"	"418862.375"	"384223.625"	"5123.00202829415"	"431067.872971706"	"436190.875"	"562165.875"	"544855.625"	"0.00384535765218594"	"0.263497554971558"	"0.0336602930363433"	"0.988304178934343"	"0.988304178934343"	"0.98880003380215"	"0.986747148424835"	"13284806775.1641"	"13129411980.9983"	"155394794.165816"	0.6598	0.637192196	0.685560218	1553855	26767	23000	0.859267008
"Gabon"	"Pollinator dependent"	"18340"	"9.83846552256139e-05"	"1011.5"	"5.88489109890169e-06"	"32203"	"30295"	"0.940750861720958"	"1"	"3206.00968558305"	"418862.375"	"418862.375"	"384223.625"	"5123.00202829415"	"431067.872971706"	"436190.875"	"562165.875"	"544855.625"	"0.00384535765218594"	"0.263497554971558"	"0.0336602930363433"	"0.988304178934343"	"0.988304178934343"	"0.98880003380215"	"0.986747148424835"	"13284806775.1641"	"13129411980.9983"	"155394794.165816"	0.6598	0.637192196	0.685560218	1553855	26767	23000	0.859267008
